impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K18-106687,A552049,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1832474,LOST,Reaper,Dog,,Male,Shih Tzu,Unknown,02/15/2018 12:00:00 AM,Date Lost,SE RAVENSDALE WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1832474,Image Copyright HLP Inc. 2018,"SE RAVENSDALE WAY
",
K18-106593,A551805,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1830949,In Public Home,,Cat,,Male,Domestic Mediumhair,Brown / Black,02/09/2018 12:00:00 AM,Date Found,18TH AVENUE NE AND 190TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1830949,Image Copyright HLP Inc. 2018,"18TH AVENUE NE AND 190TH
",
K18-106194,A550693,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1822757,LOST,Babe,Dog,,Female,Pit Bull,Unknown,01/21/2018 12:00:00 AM,Date Lost,700 RAILROAD AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1822757,Image Copyright HLP Inc. 2018,"700 RAILROAD AVE S
KENT, WA 98032
",
K18-106277,A550987,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1824755,LOST,Cookie,Dog,,Female,Cocker Spaniel,Unknown,01/26/2018 12:00:00 AM,Date Lost,28100 239TH PL SE,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1824755,Image Copyright HLP Inc. 2018,"28100 239TH PL SE
MAPLE VALLEY, WA 98038
",
K18-106689,A552051,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1832515,LOST,Chloe,Cat,,Female,American Shorthair,Unknown,02/14/2018 12:00:00 AM,Date Lost,4100 93RD AVE SE,MERCER ISLAND,WA,98040,MERCER ISLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1832515,Image Copyright HLP Inc. 2018,"4100 93RD AVE SE
MERCER ISLAND, WA 98040
",
K18-106752,A552183,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1833853,In Public Home,,Dog,,Male,Shih Tzu,Unknown,02/20/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1833853,Image Copyright HLP Inc. 2018,,
K18-106822,A552343,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1834987,LOST,Buddy,Cat,,Male,Domestic Shorthair,Unknown,02/19/2018 12:00:00 AM,Date Lost,8400 NE 150TH PL,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1834987,Image Copyright HLP Inc. 2018,"8400 NE 150TH PL
KENMORE, WA 98028
",
K18-106295,A551004,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1825302,LOST,Chester,Cat,,Male,Domestic Shorthair,Unknown,01/21/2018 12:00:00 AM,Date Lost,500 E HARRISON ST,SEATTLE,WA,98102,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1825302,Image Copyright HLP Inc. 2018,"500 E HARRISON ST
SEATTLE, WA 98102
",
K18-106236,A550859,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1823712,LOST,Chauncey,Dog,,Male,Japanese Chin,Unknown,01/23/2018 12:00:00 AM,Date Lost,1800 N 165TH ST,SHORELINE,WA,98133,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1823712,Image Copyright HLP Inc. 2018,"1800 N 165TH ST
SHORELINE, WA 98133
",
K18-106266,A550949,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1824513,In Public Home,,Cat,,Male,Domestic Mediumhair,Black / Brown,01/24/2018 12:00:00 AM,Date Found,9400 126TH AVE NE,KIRKLAND,WA,98033,KIRKLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1824513,Image Copyright HLP Inc. 2018,"9400 126TH AVE NE
KIRKLAND, WA 98033
",
K18-106167,A550668,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1822307,In Public Home,,Cat,,,Domestic Shorthair,White / Black,01/18/2018 12:00:00 AM,Date Found,39TH AVE SOUTH AND RAINIER AVE SOUTH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1822307,Image Copyright HLP Inc. 2018,"39TH AVE SOUTH AND RAINIER AVE SOUTH
",
K18-106321,A551085,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1825900,LOST,Annie,Cat,,Female,Domestic Shorthair,Unknown,01/28/2018 12:00:00 AM,Date Lost,ARBOGA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1825900,Image Copyright HLP Inc. 2018,"ARBOGA
",
K18-106186,A550688,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1822586,LOST,Sailor,Cat,,Male,American Shorthair,Unknown,01/18/2018 12:00:00 AM,Date Lost,2800 NE 4TH ST,RENTON,WA,98056,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1822586,Image Copyright HLP Inc. 2018,"2800 NE 4TH ST
RENTON, WA 98056
",
K18-106367,A551214,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1826898,LOST,Rey,Cat,,Male,Domestic Mediumhair,Unknown,01/28/2018 12:00:00 AM,Date Lost,17200 2ND AVE NE,SHORELINE,WA,98155,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1826898,Image Copyright HLP Inc. 2018,"17200 2ND AVE NE
SHORELINE, WA 98155
",
K18-106306,A551014,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1825560,LOST,Tramp,Cat,,Male,Domestic Longhair,Unknown,01/28/2018 12:00:00 AM,Date Lost,KIBLER AVE. AND PORTER ST (DWIGHT GARRET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1825560,Image Copyright HLP Inc. 2018,"KIBLER AVE. AND PORTER ST (DWIGHT GARRET
",
K18-106189,A550690,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1822719,In Public Home,,Dog,,Male,Jack Russell Terrier,White / Brown,01/21/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1822719,Image Copyright HLP Inc. 2018,,
K18-106891,A552892,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1837071,LOST,Hartly,Dog,,Female,Chihuahua - Smooth Coated,Unknown,02/28/2018 12:00:00 AM,Date Lost,RAINER AVE SOUTH AND S. 113TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1837071,Image Copyright HLP Inc. 2018,"RAINER AVE SOUTH AND S. 113TH ST
",
K18-106351,A551149,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1826502,LOST,Porkchop,Cat,,Male,Maine Coon,Unknown,01/29/2018 12:00:00 AM,Date Lost,APT 1,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1826502,Image Copyright HLP Inc. 2018,"APT 1
",
K18-106143,A550580,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1821749,In Public Home,,Dog,,Male,Pomeranian,Brown / White,01/18/2018 12:00:00 AM,Date Found,16000 NE 10TH ST,BELLEVUE,WA,98008,BELLEVUE,47.618535,-122.127787,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1821749,Image Copyright HLP Inc. 2018,"16000 NE 10TH ST
BELLEVUE, WA 98008
(47.618535, -122.127787)",
K18-106469,A551509,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1829053,LOST,Rico,Dog,,Male,Pomeranian,Unknown,01/27/2018 12:00:00 AM,Date Lost,,,WA,98033,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1829053,Image Copyright HLP Inc. 2018,"WA 98033
",
K18-106564,A551700,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1830207,LOST,Cassidy,Dog,,Female,Pomeranian,Unknown,02/09/2018 12:00:00 AM,Date Lost,SAFEWAY EASTGATE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1830207,Image Copyright HLP Inc. 2018,"SAFEWAY EASTGATE
",
K18-106618,A551861,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1831359,In Public Home,,Cat,,Male,Domestic Shorthair,Unknown,02/12/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1831359,Image Copyright HLP Inc. 2018,,
K18-106346,A551131,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1826360,LOST,Wanda,Cat,,Female,American Shorthair,Unknown,01/28/2018 12:00:00 AM,Date Lost,200 PIKE ST NE,AUBURN,WA,98002,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1826360,Image Copyright HLP Inc. 2018,"200 PIKE ST NE
AUBURN, WA 98002
",
K18-106726,A552091,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1833066,LOST,Chase,Dog,,Male,German Shepherd,Unknown,02/17/2018 12:00:00 AM,Date Lost,244TH -100TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1833066,Image Copyright HLP Inc. 2018,"244TH -100TH
",
K18-106690,A552052,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1832521,LOST,,Dog,,Male,Toy Poodle,Unknown,02/15/2018 12:00:00 AM,Date Lost,4600 S 139TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1832521,Image Copyright HLP Inc. 2018,"4600 S 139TH ST
TUKWILA, WA 98168
",
K18-106488,A551561,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1829190,LOST,Simba,Cat,,Male,Domestic Shorthair,Unknown,02/03/2018 12:00:00 AM,Date Lost,NEAR GRANDVIEW OFF LEASH DOG PARK,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1829190,Image Copyright HLP Inc. 2018,"NEAR GRANDVIEW OFF LEASH DOG PARK
",
K18-106203,A550734,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1823045,LOST,Toffu,Dog,,Female,German Shepherd,Unknown,01/22/2018 12:00:00 AM,Date Lost,17000 108TH AVE SE,RENTON,WA,98055,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1823045,Image Copyright HLP Inc. 2018,"17000 108TH AVE SE
RENTON, WA 98055
",
K18-106840,A552370,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1835590,LOST,Oliver,Dog,,Male,Cavalier King Charles Spaniel,Unknown,02/25/2018 12:00:00 AM,Date Lost,1400 S 276TH PL,DES MOINES,WA,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1835590,Image Copyright HLP Inc. 2018,"1400 S 276TH PL
DES MOINES, WA 98198
",
K18-106790,A552259,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1834476,LOST,Tutu,Cat,,Male,Domestic Mediumhair,Unknown,02/18/2018 12:00:00 AM,Date Lost,6900 NE 182ND ST,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1834476,Image Copyright HLP Inc. 2018,"6900 NE 182ND ST
KENMORE, WA 98028
",
K18-106293,A551002,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1825100,In Public Home,,Cat,,,Siamese,Brown,01/26/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1825100,Image Copyright HLP Inc. 2018,,
K18-106424,A551295,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1827969,LOST,Princess,Dog,,Female,Plott Hound,Unknown,02/04/2018 12:00:00 AM,Date Lost,4800 134TH PL SE,BELLEVUE,WA,98006,BELLEVUE,47.55853,-122.161373,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1827969,Image Copyright HLP Inc. 2018,"4800 134TH PL SE
BELLEVUE, WA 98006
(47.55853, -122.161373)",
K18-106478,A551548,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1829160,LOST,Barley,Dog,,Male,Labrador Retriever,Unknown,02/06/2018 12:00:00 AM,Date Lost,212TH AVE,KE,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1829160,Image Copyright HLP Inc. 2018,"212TH AVE
KE
",
K18-106254,A550912,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1824151,In Public Home,,Dog,,Male,Labrador Retriever,Black / Brown,01/24/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1824151,Image Copyright HLP Inc. 2018,,
K18-106187,A550689,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1822674,LOST,Heidi,Dog,,Female,Rottweiler,Unknown,01/20/2018 12:00:00 AM,Date Lost,19861 RENTON MAPLE- VALLEY HIGHWAY MAPLE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1822674,Image Copyright HLP Inc. 2018,"19861 RENTON MAPLE- VALLEY HIGHWAY MAPLE
",
K18-106765,A552205,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1833980,LOST,Pup,Dog,,Male,Pit Bull,Unknown,02/20/2018 12:00:00 AM,Date Lost,800 24TH AVE S,SEATTLE,WA,98144,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1833980,Image Copyright HLP Inc. 2018,"800 24TH AVE S
SEATTLE, WA 98144
",
K18-106225,A550827,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1823441,LOST,Heidi,Dog,,Female,Rottweiler,Unknown,01/20/2018 12:00:00 AM,Date Lost,17000 430TH PL SE,NORTH BEND,WA,98045,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1823441,Image Copyright HLP Inc. 2018,"17000 430TH PL SE
NORTH BEND, WA 98045
",
K18-106735,A552099,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1833393,LOST,Meika,Dog,,Female,Australian Shepherd,Unknown,02/19/2018 12:00:00 AM,Date Lost,1802 N. 185 ST AND  WALLINGFORD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1833393,Image Copyright HLP Inc. 2018,"1802 N. 185 ST AND WALLINGFORD
",
K18-106737,A552101,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1833529,In Public Home,,Dog,,,Pomeranian,Black / White,02/19/2018 12:00:00 AM,Date Found,CORNER OF S 168TH AND 35TH AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1833529,Image Copyright HLP Inc. 2018,"CORNER OF S 168TH AND 35TH AVE S
",
K18-106647,A551938,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1831773,LOST,Loki,Cat,,Female,Domestic Shorthair,Unknown,02/09/2018 12:00:00 AM,Date Lost,10TH AND E FIR STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1831773,Image Copyright HLP Inc. 2018,"10TH AND E FIR STREET
",
K18-106413,A551285,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1827838,LOST,Ginger,Dog,,Female,Yorkshire Terrier,Unknown,02/03/2018 12:00:00 AM,Date Lost,300 FRONT ST S,ISSAQUAH,WA,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1827838,Image Copyright HLP Inc. 2018,"300 FRONT ST S
ISSAQUAH, WA 98027
",
K18-106597,A551808,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1831052,LOST,Kitten,Cat,,Male,Domestic Longhair,Unknown,02/12/2018 12:00:00 AM,Date Lost,,,,98030,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1831052,Image Copyright HLP Inc. 2018,"98030
",
K18-106352,A551150,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1826504,LOST,Sully,Dog,,Male,German Wirehaired Pointer,Unknown,01/30/2018 12:00:00 AM,Date Lost,12TH AVE SW (NEAR HOME),,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1826504,Image Copyright HLP Inc. 2018,"12TH AVE SW (NEAR HOME)
",
K18-106350,A551148,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1826470,In Public Home,,Dog,,Male,Maltese,White,01/24/2018 12:00:00 AM,Date Found,CROSSROADS MALL BELLEVUE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1826470,Image Copyright HLP Inc. 2018,"CROSSROADS MALL BELLEVUE
",
K18-106664,A551968,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1832129,In Public Home,,Dog,,Female,Chihuahua - Long Haired,Black / White,02/15/2018 12:00:00 AM,Date Found,13200 MILITARY RD S,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1832129,Image Copyright HLP Inc. 2018,"13200 MILITARY RD S
TUKWILA, WA 98168
",
K18-106160,A550656,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1822217,LOST,Moose,Dog,,Male,Labrador Retriever,Unknown,01/20/2018 12:00:00 AM,Date Lost,12800 464TH AVE SE,NORTH BEND,WA,98045,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1822217,Image Copyright HLP Inc. 2018,"12800 464TH AVE SE
NORTH BEND, WA 98045
",
K18-106521,A551647,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1829757,LOST,Buddy,Dog,,Male,German Shepherd,Unknown,02/08/2018 12:00:00 AM,Date Lost,20800 SE AUBURN BLACK DIAMOND RD,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1829757,Image Copyright HLP Inc. 2018,"20800 SE AUBURN BLACK DIAMOND RD
AUBURN, WA 98092
",
K18-106883,A552810,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1836670,LOST,Bones,Dog,,Male,German Shepherd,Unknown,02/25/2018 12:00:00 AM,Date Lost,WOODBROOK AND 150TH ST SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1836670,Image Copyright HLP Inc. 2018,"WOODBROOK AND 150TH ST SW
",
K18-106168,A550669,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1822309,LOST,Daisy,Dog,,Female,Bloodhound,Unknown,01/18/2018 12:00:00 AM,Date Lost,37800 SE 47TH ST,SNOQUALMIE,WA,98065,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1822309,Image Copyright HLP Inc. 2018,"37800 SE 47TH ST
SNOQUALMIE, WA 98065
",
K18-106720,A552085,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1833004,LOST,Lilyanne,Dog,,Female,Miniature Pinscher,Unknown,02/05/2018 12:00:00 AM,Date Lost,MCGRAW AND 5TH AVE W,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1833004,Image Copyright HLP Inc. 2018,"MCGRAW AND 5TH AVE W
",
K18-106880,A552718,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1836537,LOST,Koda,Dog,,Male,Chow Chow,Unknown,02/19/2018 12:00:00 AM,Date Lost,2900 MERIDIAN AVE E,EDGEWOOD,WA,98371,PIERCE COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1836537,Image Copyright HLP Inc. 2018,"2900 MERIDIAN AVE E
EDGEWOOD, WA 98371
",
K18-106519,A551624,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1829734,LOST,Lu Lu,Dog,,Male,Labrador Retriever,Unknown,02/08/2018 12:00:00 AM,Date Lost,FROM HOME ADDRESS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1829734,Image Copyright HLP Inc. 2018,"FROM HOME ADDRESS
",
K18-106646,A551937,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1831715,LOST,Bailey,Dog,,Female,American Pit Bull Terrier,Unknown,02/14/2018 12:00:00 AM,Date Lost,PETROVITSKY PARK,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1831715,Image Copyright HLP Inc. 2018,"PETROVITSKY PARK
",
K18-106915,A552961,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1837472,LOST,Rosie,Dog,,Female,Maltese,Unknown,03/01/2018 12:00:00 AM,Date Lost,24200 SE 275TH CT,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1837472,Image Copyright HLP Inc. 2018,"24200 SE 275TH CT
MAPLE VALLEY, WA 98038
",
